age,gender,interest_history,interest_mathematics,interest_physics,interest_computers,interest_economy,interest_medical,interest_law,interest_geography,interest_psychology,phobia_Flying,phobia_storm,phobia_darkness,phobia_heights,phobia_ageing,phobia_public_speaking
24.0,female,Neutral,Disagree,Disagree,Agree,Strongly agree,Disagree,Disagree,Agree,Neutral,Not afraid,Not afraid,Not afraid,Not afraid,Slightly afraid,Slightly afraid
23.0,male,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Agree,Neutral,Strongly agree,Agree,Disagree,Not afraid,Not afraid,Not afraid,afraid,Not afraid,Not afraid
21.0,female,Strongly agree,Strongly disagree,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Disagree,Neutral,Disagree,Very afraid,Not afraid,Slightly afraid,Slightly afraid,Very much afraid,Very much afraid
22.0,female,Disagree,Disagree,Strongly disagree,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,afraid,Very afraid,Very afraid,Very afraid,afraid,afraid
18.0,male,Disagree,Disagree,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,Slightly afraid,afraid,Slightly afraid,Very afraid,afraid,afraid
28.0,female,Neutral,Disagree,Disagree,Agree,Neutral,Agree,Agree,Disagree,Agree,Very much afraid,Very afraid,Not afraid,Not afraid,Very much afraid,Very afraid
18.0,female,Strongly agree,Agree,Disagree,Neutral,Strongly agree,Neutral,Agree,Neutral,Neutral,Not afraid,Not afraid,Slightly afraid,Slightly afraid,Very much afraid,Slightly afraid
23.0,female,Strongly agree,Strongly agree,,Neutral,Agree,Strongly disagree,Agree,Neutral,Agree,Not afraid,Not afraid,Not afraid,afraid,Slightly afraid,afraid
22.0,female,Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Very afraid,afraid,Slightly afraid,Very afraid,afraid,Slightly afraid
21.0,female,Agree,Neutral,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Neutral,Agree,afraid,Slightly afraid,afraid,afraid,Very much afraid,afraid
20.0,female,Strongly agree,Neutral,Disagree,Strongly disagree,Disagree,Neutral,Agree,Strongly agree,Agree,Not afraid,Not afraid,Very afraid,afraid,Very afraid,Very afraid
18.0,female,Strongly disagree,Disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Disagree,Neutral,Disagree,Slightly afraid,Slightly afraid,Very afraid,Very afraid,Not afraid,Very afraid
21.0,male,Agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Neutral,Disagree,Not afraid,Not afraid,Not afraid,Very afraid,Not afraid,afraid
20.0,male,Neutral,Neutral,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Neutral,Disagree,afraid,Not afraid,Not afraid,Slightly afraid,Not afraid,Slightly afraid
21.0,female,Strongly agree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Neutral,Agree,afraid,Not afraid,Slightly afraid,afraid,Not afraid,afraid
21.0,female,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly agree,Disagree,Strongly agree,Not afraid,Not afraid,Slightly afraid,Not afraid,Not afraid,Not afraid
20.0,female,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Slightly afraid,Not afraid,Not afraid,afraid,Very afraid,Very afraid
17.0,male,Disagree,Neutral,Neutral,Agree,Strongly disagree,Neutral,Disagree,Neutral,Disagree,Not afraid,afraid,afraid,Very afraid,afraid,afraid
20.0,female,Disagree,Neutral,Agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Not afraid,Not afraid,afraid,Not afraid,Not afraid,afraid
23.0,female,Neutral,Strongly disagree,Disagree,Agree,Strongly disagree,Neutral,Strongly disagree,Disagree,Disagree,afraid,Slightly afraid,Slightly afraid,Very much afraid,Very afraid,Very afraid
19.0,female,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Strongly disagree,Neutral,Agree,Not afraid,Not afraid,Not afraid,Very afraid,Slightly afraid,Slightly afraid
20.0,female,Neutral,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Agree,afraid,Not afraid,Slightly afraid,Very afraid,Slightly afraid,Slightly afraid
22.0,male,Disagree,Neutral,Strongly disagree,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,afraid,Not afraid,Not afraid,Slightly afraid,Very much afraid,afraid
19.0,female,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Neutral,Disagree,Strongly agree,Strongly agree,Not afraid,Not afraid,Very much afraid,Slightly afraid,Very much afraid,Very afraid
19.0,female,Neutral,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Neutral,Disagree,Disagree,Disagree,Very afraid,Not afraid,Slightly afraid,Slightly afraid,Slightly afraid,Very much afraid
27.0,female,Agree,Neutral,Neutral,,,Neutral,Agree,Strongly agree,Neutral,afraid,Very much afraid,afraid,Very afraid,Not afraid,afraid
18.0,female,Neutral,Strongly disagree,Disagree,Agree,Neutral,Neutral,Disagree,Neutral,Disagree,afraid,afraid,afraid,Very afraid,afraid,Very afraid
18.0,male,Strongly disagree,Disagree,Strongly disagree,Strongly agree,Disagree,Disagree,Disagree,Neutral,Disagree,afraid,Very afraid,Slightly afraid,Slightly afraid,Not afraid,Slightly afraid
20.0,female,Strongly disagree,Neutral,Strongly disagree,Strongly agree,Disagree,Neutral,Disagree,Strongly disagree,Strongly disagree,Very afraid,Very much afraid,Very much afraid,Very much afraid,Not afraid,afraid
17.0,female,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Neutral,Neutral,Agree,Strongly disagree,Not afraid,Slightly afraid,Slightly afraid,Not afraid,afraid,Slightly afraid
19.0,,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Strongly agree,Slightly afraid,Not afraid,Very afraid,Slightly afraid,afraid,Very afraid
16.0,female,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Slightly afraid,Not afraid,Slightly afraid,Slightly afraid,Very much afraid,Slightly afraid
21.0,female,Disagree,Disagree,Strongly disagree,Disagree,Disagree,Disagree,Strongly disagree,Disagree,Disagree,afraid,Slightly afraid,Very afraid,afraid,Slightly afraid,Slightly afraid
18.0,female,Neutral,Strongly agree,Agree,Neutral,Disagree,Neutral,Disagree,Strongly agree,Strongly agree,Not afraid,afraid,Very afraid,Slightly afraid,Very afraid,Very afraid
19.0,female,Agree,Strongly agree,Neutral,Neutral,Disagree,Disagree,Strongly disagree,Strongly agree,Agree,afraid,Slightly afraid,Very afraid,Very much afraid,Very much afraid,afraid
20.0,female,Disagree,Neutral,Agree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Strongly agree,Strongly agree,Very afraid,Not afraid,Not afraid,afraid,afraid,Slightly afraid
16.0,male,Agree,Neutral,Neutral,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Not afraid,afraid,Very afraid,Very much afraid,Very much afraid,Very afraid
18.0,female,Disagree,Disagree,Strongly disagree,,Disagree,Neutral,Disagree,Disagree,Agree,Very much afraid,Slightly afraid,Slightly afraid,Not afraid,Very much afraid,Slightly afraid
24.0,male,Agree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Neutral,Not afraid,Not afraid,Not afraid,afraid,Very afraid,Very much afraid
22.0,female,Neutral,Agree,Neutral,Disagree,Disagree,Disagree,Strongly agree,Neutral,Disagree,Slightly afraid,Slightly afraid,Slightly afraid,Not afraid,Not afraid,Not afraid
19.0,female,Agree,Disagree,Neutral,Strongly disagree,Disagree,Neutral,Disagree,Strongly agree,Disagree,Not afraid,Not afraid,Slightly afraid,Slightly afraid,Not afraid,Very afraid
22.0,male,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly disagree,Neutral,Strongly disagree,Disagree,Not afraid,Not afraid,afraid,Slightly afraid,Not afraid,Not afraid
22.0,male,Neutral,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Neutral,Neutral,Disagree,Disagree,afraid,Not afraid,Not afraid,Slightly afraid,Very much afraid,afraid
16.0,female,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Slightly afraid,Not afraid,Slightly afraid,afraid,afraid,afraid
18.0,female,Agree,Strongly agree,Agree,Neutral,Strongly disagree,Strongly agree,Strongly disagree,Neutral,Disagree,Very afraid,afraid,Not afraid,Slightly afraid,afraid,Slightly afraid
18.0,female,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Not afraid,Not afraid,Not afraid,Slightly afraid,Not afraid,Slightly afraid
15.0,male,Agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Strongly disagree,Neutral,Disagree,Strongly disagree,Not afraid,Slightly afraid,Very much afraid,afraid,afraid,afraid
26.0,male,Strongly disagree,Neutral,Agree,Strongly agree,Disagree,Strongly disagree,Disagree,Neutral,Strongly disagree,afraid,Not afraid,Not afraid,Very afraid,afraid,Very afraid
19.0,male,Neutral,Strongly agree,Agree,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,afraid,Not afraid,Not afraid,Very afraid,afraid,afraid
20.0,female,Agree,Neutral,Disagree,Strongly disagree,Disagree,Strongly agree,Neutral,Neutral,Agree,afraid,Very afraid,Very afraid,Very afraid,Very afraid,Very afraid
20.0,female,Disagree,Agree,Strongly disagree,Disagree,Neutral,Neutral,Neutral,Disagree,Strongly agree,Very afraid,Very much afraid,afraid,afraid,Very much afraid,Slightly afraid
19.0,female,Strongly agree,Strongly agree,Agree,Disagree,Strongly agree,Disagree,Agree,Neutral,Strongly agree,Not afraid,Not afraid,Not afraid,Not afraid,Not afraid,afraid
20.0,male,Neutral,Disagree,Neutral,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Not afraid,Not afraid,Not afraid,Very afraid,Slightly afraid,Very afraid
20.0,male,Neutral,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Not afraid,Not afraid,Not afraid,afraid,Not afraid,afraid
22.0,female,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,,Strongly agree,Strongly disagree,Agree,Agree,afraid,Slightly afraid,Very afraid,afraid,Slightly afraid,afraid
24.0,female,Agree,Neutral,Strongly disagree,Disagree,Agree,Neutral,Strongly disagree,Disagree,Agree,Not afraid,Slightly afraid,Very afraid,afraid,Slightly afraid,afraid
,female,Strongly agree,Neutral,Neutral,Neutral,Disagree,Disagree,Agree,Neutral,Neutral,Slightly afraid,Not afraid,Slightly afraid,Not afraid,Not afraid,Not afraid
20.0,male,Strongly agree,Strongly agree,Neutral,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,Strongly agree,Not afraid,Not afraid,Not afraid,Slightly afraid,Not afraid,afraid
21.0,female,Strongly agree,Neutral,Agree,Strongly disagree,Agree,Neutral,Strongly disagree,Agree,Neutral,Very much afraid,Slightly afraid,Not afraid,afraid,afraid,Very much afraid
23.0,male,Strongly agree,Strongly disagree,Agree,Strongly agree,Neutral,Disagree,Neutral,Neutral,Strongly agree,Not afraid,Not afraid,Not afraid,afraid,Not afraid,Not afraid
21.0,male,Neutral,Disagree,Disagree,,Agree,Neutral,Neutral,Neutral,Agree,Slightly afraid,Slightly afraid,Slightly afraid,afraid,Slightly afraid,Very afraid
17.0,female,Strongly agree,Strongly disagree,Neutral,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Very much afraid,afraid,Very much afraid,Not afraid,Not afraid,Very much afraid
19.0,female,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly agree,Strongly agree,Agree,Strongly agree,Not afraid,Not afraid,Not afraid,Not afraid,Not afraid,Not afraid
18.0,male,Strongly agree,Strongly agree,Strongly agree,Neutral,Disagree,Neutral,Disagree,Agree,Disagree,Not afraid,Not afraid,Not afraid,Not afraid,Not afraid,afraid
19.0,male,Disagree,Strongly agree,Agree,Strongly agree,Neutral,Disagree,Strongly disagree,Disagree,Strongly disagree,Not afraid,Not afraid,Not afraid,Not afraid,Slightly afraid,Slightly afraid
19.0,male,Neutral,Neutral,Strongly disagree,Strongly agree,Agree,Strongly disagree,Disagree,Strongly disagree,Neutral,Not afraid,Very afraid,Very much afraid,Very afraid,Not afraid,afraid
22.0,male,Disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Not afraid,Not afraid,Not afraid,Very much afraid,Not afraid,Very afraid
18.0,male,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,Disagree,Agree,Disagree,afraid,Very afraid,afraid,afraid,Very afraid,Very afraid
19.0,female,Neutral,Neutral,Neutral,Disagree,Strongly disagree,Strongly agree,Neutral,Neutral,Agree,Not afraid,Very afraid,Very much afraid,afraid,afraid,afraid
20.0,female,Disagree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Slightly afraid,Very afraid,Slightly afraid,afraid,Slightly afraid,Very much afraid
21.0,female,Neutral,Strongly agree,Neutral,Disagree,Disagree,Neutral,Neutral,Disagree,Agree,Slightly afraid,Slightly afraid,afraid,afraid,Not afraid,afraid
23.0,female,Strongly agree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Neutral,Disagree,Strongly agree,Agree,Not afraid,Not afraid,Not afraid,afraid,Very afraid,afraid
19.0,female,Disagree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Strongly agree,Very afraid,Slightly afraid,Slightly afraid,Slightly afraid,Not afraid,afraid
19.0,male,Disagree,Neutral,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,afraid,Slightly afraid,Slightly afraid,Slightly afraid,afraid,afraid
21.0,female,Strongly agree,Disagree,Disagree,Neutral,Strongly agree,Disagree,Neutral,Agree,Neutral,afraid,Not afraid,Very afraid,afraid,Very afraid,afraid
19.0,male,Strongly agree,Neutral,Disagree,Neutral,Strongly agree,Neutral,Strongly agree,Strongly agree,Neutral,Slightly afraid,Not afraid,Slightly afraid,afraid,Very afraid,Slightly afraid
18.0,female,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Disagree,Strongly disagree,Neutral,Strongly disagree,Strongly agree,Not afraid,Slightly afraid,Not afraid,Slightly afraid,Very afraid,Not afraid
19.0,female,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly agree,Slightly afraid,Not afraid,Slightly afraid,afraid,afraid,afraid
18.0,male,Strongly disagree,Neutral,Agree,Agree,Disagree,Disagree,Strongly disagree,Strongly disagree,Disagree,Not afraid,Slightly afraid,Very afraid,Slightly afraid,Very much afraid,afraid
22.0,female,Disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Disagree,Neutral,Disagree,Very afraid,Not afraid,afraid,afraid,Slightly afraid,Slightly afraid
21.0,female,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,Not afraid,Not afraid,Very afraid,Very much afraid,Not afraid,Slightly afraid
20.0,female,Agree,Strongly disagree,Disagree,Disagree,Neutral,Strongly disagree,Strongly disagree,Disagree,Neutral,afraid,Slightly afraid,afraid,afraid,Not afraid,Very afraid
19.0,female,Strongly agree,Strongly agree,Neutral,Agree,Neutral,Disagree,Strongly disagree,Neutral,Strongly agree,Not afraid,Not afraid,afraid,Not afraid,Not afraid,Not afraid
20.0,male,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly disagree,Agree,Strongly agree,,Not afraid,Slightly afraid,Very much afraid,afraid,afraid
19.0,male,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,,Strongly agree,Not afraid,Not afraid,Not afraid,Not afraid,Not afraid,Not afraid
30.0,female,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Agree,Neutral,Strongly agree,Strongly agree,Slightly afraid,Very much afraid,Very afraid,Very much afraid,Slightly afraid,Not afraid
29.0,male,Neutral,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Disagree,Disagree,Agree,Disagree,Not afraid,Not afraid,Not afraid,Not afraid,Slightly afraid,Slightly afraid
21.0,male,Agree,Strongly disagree,Strongly disagree,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Very much afraid,afraid,Not afraid,Very much afraid,Not afraid,afraid
30.0,male,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,afraid,Not afraid,Not afraid,Very much afraid,Slightly afraid,Very afraid
21.0,female,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Strongly disagree,Agree,Disagree,,Slightly afraid,Slightly afraid,Slightly afraid,Not afraid,Slightly afraid,afraid
20.0,female,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Disagree,Strongly agree,Not afraid,Not afraid,Not afraid,Not afraid,afraid,afraid
18.0,female,Neutral,Agree,Disagree,Agree,Agree,Strongly disagree,Agree,Strongly agree,Agree,afraid,Slightly afraid,Not afraid,Not afraid,Not afraid,Slightly afraid
20.0,male,Agree,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Not afraid,Not afraid,Slightly afraid,afraid,Not afraid,afraid
19.0,female,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Neutral,Agree,Strongly agree,Very much afraid,afraid,Slightly afraid,Not afraid,Slightly afraid,Very afraid
28.0,male,Neutral,Strongly agree,Strongly agree,Strongly agree,Disagree,Neutral,Disagree,Disagree,Agree,Slightly afraid,Not afraid,Not afraid,afraid,Slightly afraid,Slightly afraid
19.0,male,Agree,Strongly agree,Neutral,Strongly agree,Neutral,Neutral,Disagree,Agree,Strongly agree,Slightly afraid,Not afraid,Not afraid,,Not afraid,Not afraid
16.0,female,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Neutral,Disagree,Neutral,Neutral,Not afraid,Not afraid,Not afraid,Not afraid,Very much afraid,Slightly afraid
18.0,female,Neutral,Strongly disagree,Strongly disagree,Neutral,Agree,Strongly disagree,Neutral,Disagree,Disagree,Very much afraid,Not afraid,Not afraid,Very much afraid,Very afraid,Slightly afraid
22.0,male,Disagree,Strongly disagree,Neutral,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Disagree,Not afraid,Not afraid,Not afraid,Not afraid,Not afraid,Very afraid
20.0,female,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree,Disagree,Agree,Very afraid,Not afraid,Not afraid,Very afraid,Not afraid,Slightly afraid
